ObjectKey,FetchDate,State,County,PropertyLink,Address,ListingPrice,BuyWithRedfin,Vendor,Status,PropertyType,Style,LotSize,TimeOnRedfin,YearBuilt,Community,MlsNo,ListPrice,RedfinEstimate,BuyerAgentCommission,EstMoPayment,PriceSqFt
01ff0dbfc56410badb11da7ffa17492e1bf95e9b8d731f3fb5e07023136d3ffc,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Glendora/713-N-Vista-Bonita-Ave-91741/home/8028380,"713 N Vista Bonita Ave,Glendora, CA 91741","$2,390,000","Buy with Redfin: $2,384,993",matterport,Active,Single Family Residence,"French, See Remarks",0.54 Acres,6 days,1989,629 - Glendora,P1-10389,"$2,390,000","$2,391,509",2.5%,"$13,334",$421
0a7e8ee7cd842db038d3e3cbb58e70fdff07c19d91667fd1e5cb2ddca082bc0d,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/6347-W-84th-Pl-90045/home/6611786,"6347 W 84th Pl,Los Angeles, CA 90045","$1,599,000","Buy with Redfin: $1,595,622",matterport,Active,"Single Family, Residential Single-Family",Traditional,"6,097 Sq. Ft.",5 days,1943,Westchester,22-177455,"$1,599,000","$1,603,953",2.5%,"$8,923","$1,031"
263e00db1b156472434049159769e23577e5b71d1c8c2225eb8b67e7579741af,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pasadena/1510-E-Del-Mar-Blvd-91106/home/7197405,"1510 E Del Mar Blvd,Pasadena, CA 91106","$1,980,000","Buy with Redfin: $1,975,846",matterport,Active,Single Family Residence,Colonial,0.29 Acres,6 days,1924,648 - Pasadena (SE),WS22150939,"$1,980,000","$1,988,515",2%,"$11,046",$713
b80fa1b711316e047881a5add5a0fdce748f0022f91a051f30b7fd73d312a474,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Long-Beach/5585-Pacific-Coast-Hwy-90804/unit-309/home/7590285,"5585 E Pacific Coast Hwy #309,Long Beach, CA 90804","$349,000",,matterport,Active,Condo,,3.39 Acres,11 days,1970,"2 - Belmont Heights, Alamitos Heights",CV22148756,"$349,000","$355,228",2.5%,"$2,281",$585
6e7d2dd8d866a3215b38ec9be63e4f5e4cbf14cdd24fc137183b3a1b0a5f7250,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Long-Beach/1115-Newport-Ave-90804/home/7604623,"1115 Newport Ave,Long Beach, CA 90804","$775,000","Buy with Redfin: $773,410",matterport,Active,Single Family Residence,,"3,742 Sq. Ft.",5 days,1901,"3 - Eastside, Circle Area",PW22146288,"$775,000","$777,073",2.5%,"$4,324",$850
4676b22d53fab7a61d5ca65ce5f859df2a7ac31422075d6f0eb7f909a4f4a384,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Palmdale/37628-27th-St-E-93550/home/6150215,"37628 E 27th St,Palmdale, CA 93550","$465,000",,matterport,Active,Single Family Detached,,"6,969 Sq. Ft.",3 days,1971,Palmdale,22006577,"$465,000","$464,546",,"$2,594",$285
d8439925c4d6a5a536bd8813be8918a7e85c4fbcca88b2150e8d5fb16255ee30,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Covina/747-N-Charter-Dr-91724/home/7923342,"747 N Charter Dr,Covina, CA 91724","$765,000","Buy with Redfin: $763,434",matterport,Active,Single Family Residence,Traditional,"8,370 Sq. Ft.",7 days,1957,614 - Covina,AR22151044,"$765,000","$767,404",2%,"$4,268",$536
c40af8170f84f8fa322d9cef506c62f25142b431943b2f8d866a32b98d275573,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Lancaster/43506-27th-St-W-93536/home/6272604,"43506 27th St W,Lancaster, CA 93536","$694,500","Buy with Redfin: $693,092",matterport,Active,Single Family Residence,Contemporary,0.50 Acres,8 hours,1968,LAC - Lancaster,BB22157925,"$694,500","$697,710",2.5%,"$3,875",$239
ed3717c4a75bae70a1696d7df1224de7756d7bdd2193a7182c6b1965eee8d3a5,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/North-Hollywood/11652-Otsego-St-91601/home/5210768,"11652 Otsego St,Valley Village, CA 91601","$1,359,000","Buy with Redfin: $1,356,117",matterport,Active,Single Family Residence,Traditional,"5,409 Sq. Ft.",4 days,1946,VVL - Valley Village,GD22153955,"$1,359,000",,2.5%,"$7,582",$836
f381955f4006043f2ca616a6b6bbb4679404fbb7099ea6a31ddb63e07a5a60f3,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Santa-Clarita/24008-Mariposa-Pl-91354/home/8141816,"24008 Mariposa Pl,Valencia, CA 91354","$634,000","Buy with Redfin: $632,752",matterport,Active,Townhouse,Contemporary,3.01 Acres,7 days,2004,CRSD - Valencia Creekside,BB22145633,"$634,000","$647,096",2.5%,"$3,856",$469
bc15a983494129a61bb88ded60a75b38283c7f4339a86c8ee42ba635fae3020e,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Studio-City/12834-Landale-St-91604/home/5221656,"12834 Landale St,Studio City, CA 91604","$2,795,000","Buy with Redfin: $2,789,151",matterport,Active,"Single Family, Residential Single-Family",,0.27 Acres,5 days,1993,Studio City,22-176775,"$2,795,000","$2,791,966",2.5%,"$15,593","$1,011"
6061f0749e0f91a1961c2af9c448ab8f783b70f7e0c66c6e09885eb33da02b09,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1230-N-State-Pkwy-60610/unit-19C/home/39579554,"1230 N State Pkwy Unit 19C,Chicago, IL 60610","$474,500",,matterport,Active,Condo,,,19 hours,1980,CHI - Near North Side,11467033,"$474,500","$473,242",2.5%,"$4,378",$316
e2d282797a772cc08f54df9edcbf94886ab50c014d96e813cb7f9951c3c1bf52,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/737-W-Washington-Blvd-60661/unit-2504/home/12680731,"737 W Washington Blvd #2504,Chicago, IL 60661","$499,000",,matterport,Active,Condo,,,4 days,2003,CHI - Near West Side,11464116,"$499,000",,2%,"$4,139",$356
95427de7cea3c7b10a20f03379e3098283f5b8432ea43a516413cfdde76825cd,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Palatine/223-W-Wood-St-60067/unit-77E/home/12597809,"223 W Wood St Unit 77E,Palatine, IL 60067","$245,000",,matterport,Active,Townhouse,,,25 days,2004,Palatine Station,11443988,"$245,000",,2.25%,"$2,027",$245
c3ba87acf4ac0a85944a8cdcae36faf2b095838100c44f1efa6a7733b3be9820,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Mt-Prospect/710-Windsor-Dr-60056/home/13821695,"710 N Windsor Dr,Mount Prospect, IL 60056","$449,900",,matterport,Active,Single Family Residential,,"10,105 Sq. Ft.",9 days,1972,Mount Prospect,11454716,"$449,900",,2.5%,"$3,047",$205
4442613f3ce61a28459a5771b150323c8519a3fac87ef22b5d6a0d214e86d29c,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Crestwood/5516-129th-St-60445/home/13122261,"5516 129th St,Crestwood, IL 60418","$329,500",,matterport,Active,Single Family Residential,Quad Level,"6,751 Sq. Ft.",12 days,1991,Carriage Hill,11455315,"$329,500",,2%,"$2,315",$132
10aedaaf3f5244a8f462a2ff6f8b03fa20875890199a376e9a4e22a5fa74a152,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Brookfield/4228-Prairie-Ave-60513/home/14067017,"4228 Prairie Ave,Brookfield, IL 60513","$299,900",,matterport,Active,Single Family Residential,,"4,726 Sq. Ft.",4 days,1949,Brookfield,11464117,"$299,900",,2.5%,"$2,004",$169
03f7a137e2d9a4d6f402dd69c95d7c22c35f506cae45ba6ea4733470f92140e8,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1741-W-Roscoe-St-60657/unit-2/home/178417355,"1741 W Roscoe St #2,Chicago, IL 60657","$599,900",,matterport,Active,Condo,,,14 hours,2018,CHI - Lake View,11467369,"$599,900","$599,754",2.5%,"$4,185",$414
1833149a096f22670e1115753a054466b01aa0e026fdddbe3cacf6e42be2b084,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Des-Plaines/750-Pearson-St-60016/unit-405/home/180537281,"750 Pearson St #405,Des Plaines, IL 60016","$394,000",,matterport,Active,Condo,,,4 days,1999,Library Courte,11460818,"$394,000",,2.25%,"$2,879",$241
16d5f40e4f73f7147b7cea827ce7feb69bc91c5f8140f960614ac7ee3f348961,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/6301-N-Sheridan-Rd-60660/unit-3P/home/13414240,"6301 N Sheridan Rd Unit 3P,Chicago, IL 60660","$140,000",,matterport,Active,Condo,,,11 hours,1963,CHI - Edgewater,11465087,"$140,000",,2.5%,"$1,459",$200
862a4646eb12976719431e95819e3631d4c4315bf74f5fba9abf7f9377384903,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/5553-N-Clark-St-60640/unit-301/home/168661028,"5553 N Clark St #301,Chicago, IL 60640","$625,000",,matterport,Active,Condo,,,10 days,2019,CHI - Edgewater,11450911,"$625,000",,2.25%,"$4,295",
560de517e13e29593619c8fff43d1e5a0dafca9593bba52f7c2b5a22b0b6daf6,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3628/home/14094290,"400 E Randolph St #3628,Chicago, IL 60601","$349,900",,matterport,Active,Condo,,,5 days,1963,CHI - Loop,11454358,"$349,900",,2.5%,"$2,876",$407
e4b6a563dca555612cca6913ed5d37d32994eb5ef510d8223c62748542909dc8,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1-E-Scott-St-60610/unit-1509/home/14124784,"1 E Scott St #1509,Chicago, IL 60610","$250,000",,matterport,Active,Condo,,,17 hours,1964,CHI - Near North Side,11461070,"$250,000",,2.5%,"$2,362",$331
e45486da1e85b07918a4ecc6f75699323a1a9ef7449001372b328402d78c42be,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/2441-N-California-Ave-60647/home/13449854,"2441 N California Ave,Chicago, IL 60647","$699,999",,matterport,Active,Multi-Family (2-4 Unit),,"3,049 Sq. Ft.",4 days,1897,CHI - Logan Square,11454404,"$699,999",,2.5%,"$4,352",
768b024dd35579a37893898eac6a694d471e090439d8b463ec3ff1d5ef77402b,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1449-W-Walton-St-60642/unit-3/home/12740919,"1449 W Walton St #3,Chicago, IL 60642","$460,000",,matterport,Active,Condo,,,4 days,1997,CHI - West Town,11460450,"$460,000",,2.5%,"$2,996",$383
84a2520a98a2c1d78e1ae8aa19a74756f73923167239efcfe9f75a8198b42e20,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Schaumburg/128-Mendon-Ln-60193/home/13732657,"128 Mendon Ln,Schaumburg, IL 60193","$685,000",,matterport,Active,Single Family Residential,,,4 days,1980,Weathersfield West,11458901,"$685,000",,2%,"$4,312",$213
9c1399ad329e5436f3d1853cb56ab597be255ef7ed2c6d703962fad02ecdac1a,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1029-N-Wolcott-Ave-60622/unit-2/home/12668614,"1029 N Wolcott Ave #2,Chicago, IL 60622","$542,900",,matterport,Active,Condo,,,6 days,2003,CHI - West Town,11461664,"$542,900",,2%,"$3,768",$329
eeca9c3544e2adbe39f797e5d2182f3f343bc09ed72581d310ed80d02c9ea79c,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Morton-Grove/8900-Marmora-Ave-60053/home/13618976,"8900 Marmora Ave,Morton Grove, IL 60053","$579,500",,matterport,Active,Single Family Residential,Ranch,,13 hours,1955,Morton Grove,11467449,"$579,500","$578,779",2.5%,"$3,688",$252
eeb3d1fb9b906b3ed582e1ab99790d6252e8de68d988eca2b9bb01dc8f2d04ce,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Midlothian/3612-151st-St-60445/home/12983974,"3612 151st St,Midlothian, IL 60445","$210,000",,matterport,Active,Single Family Residential,,"7,013 Sq. Ft.",11 days,1972,Midlothian,11454541,"$210,000",,2.5%,"$1,397",$168
d76807dba9ab95a3c3e0368efcf14efadfa992625bf35365cf66472bed47b64a,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Hillside/256-N-Laverne-Ave-60162/home/13312264,"256 N Laverne Ave,Hillside, IL 60162","$299,900",,matterport,Active,Single Family Residential,,"6,534 Sq. Ft.",4 days,1940,Hillside,11458541,"$299,900",,2.5%,"$2,079",$206
ffe3018851b71afd3a27bcd15af114d17624547eee2c38465848a39a0b5b356a,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Orland-Park/17142-White-Deer-Cir-60467/home/12730989,"17142 White Deer Cir,Orland Park, IL 60467","$799,900",,matterport,Active,Single Family Residential,,0.26 Acres,4 days,2005,Orland Park,11457633,"$799,900",,2%,"$4,979",$215
cc24d122aa7637a4c407a8abb134c03378539b111d5da8d700222fcd67da05e3,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Park-Ridge/309-East-Ave-60068/home/13651407,"309 East Ave,Park Ridge, IL 60068","$524,900",,matterport,Active,Single Family Residential,,"6,638 Sq. Ft.",5 days,1939,Park Ridge,11462884,"$524,900",,2.5%,"$3,603",$261
ae0133958565bbd0c4def45218b2153176f26bbb116e6685e3a03753bd1478ba,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Palos-Park/13-St-Moritz-Ave-60464/unit-201/home/12817057,"13 Saint Moritz Dr #201,Palos Park, IL 60464","$275,000",,matterport,Active,Condo,,,17 days,1997,Palos Park,11448715,"$275,000",,2.5%,"$1,995",$146
0cc685fa2eda63d0e760487eacf5074bca650df4c36bd71f48cc365f56ca5df2,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/7847-S-St-Lawrence-Ave-60619/home/13917649,"7847 S Saint Lawrence Ave,Chicago, IL 60619","$270,000",,matterport,Active,Multi-Family (2-4 Unit),,,25 days,1915,CHI - Greater Grand Crossing,11444519,"$270,000",,2.5%,"$1,440",
a1453c76e4fa0a57a89a07860e8a52e7d6dd1584cd2ad74e0ac4e72a466c6639,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1071-W-15th-St-60608/unit-314/home/18931573,"1071 W 15th St #314,Chicago, IL 60608","$249,999",,matterport,Active,Condo,,,4 days,2006,CHI - Near West Side,11464476,"$249,999",,2.5%,"$2,022",$284
82516d443f043a88fc53b8580fc7b6af79f867146e043e21fc07d1c46a6f5239,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/3525-W-85th-Pl-60652/home/13965184,"3525 W 85th Pl,Chicago, IL 60652","$362,900",,matterport,Active,Single Family Residential,,,4 days,2000,CHI - Ashburn,11464421,"$362,900",,2.5%,"$2,200",$186
3e89825a3181070a7ef17e669c019fb23fe6cc306a0b5edbed7d3c4a66050cd2,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/8-W-Monroe-St-60603/unit-1510/home/18938532,"8 W Monroe St #1510,Chicago, IL 60603","$224,999",,matterport,Active,Condo,,,17 days,2006,CHI - Loop,11415333,"$224,999",,2.5%,"$2,058",$281
07ebc44fa91c668c7b982e57e4708e099c810ac11cc5ebc245698e013dc445ff,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/7224-N-Hamilton-Ave-60645/home/13572907,"7224 N Hamilton Ave,Chicago, IL 60645","$869,000",,matterport,Active,Single Family Residential,Contemporary,"4,356 Sq. Ft.",11 days,2001,CHI - West Ridge,11454557,"$869,000",,2.5%,"$4,977",$195
0f8937121f8f46616ae91e1c71b27614835f7fdeb23698e36423b20a895da669,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1307-S-Wabash-Ave-60605/unit-408/home/12725359,"1307 S Wabash Ave #408,Chicago, IL 60605","$225,000",,matterport,Active,Condo,,,4 days,1929,CHI - Near South Side,11460686,"$225,000",,2.5%,"$1,830",
6f58b79c7223f0dce654eea7d0e66473dcd8e1b22484de9c5f2cd46484159449,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Arlington-Heights/1606-E-Avon-Ct-60004/home/13842464,"1606 Avon Ln,Arlington Heights, IL 60004","$400,000",,matterport,Active,Single Family Residential,Traditional,,3 days,1990,Arlington Heights,11413146,"$400,000",,2.5%,"$2,809",$160
f9c37cca00af825f5958b052e1c5a61c4d03e8f8ed28e933b208e2cd91f4c201,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/3946-N-Ravenswood-Ave-60613/unit-412/home/18919737,"3946 N Ravenswood Ave #412,Chicago, IL 60613","$370,000",,matterport,Active,Condo,,,9 days,2005,CHI - North Center,11454733,"$370,000",,2.5%,"$2,675",$296
aa060fd72a1c8745db7363501fcf1f11bac31d518e4e01b4b86689045ec1965f,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Elgin/2620-Poplar-View-Bnd-60120/home/13766059,"2620 Poplar View Bnd,Elgin, IL 60120","$599,900",,matterport,Active,Single Family Residential,,1.04 Acres,12 days,1992,Elgin,11429050,"$599,900",,2.5%,"$3,733",$182
b6ba4dc5a1ea5169e2bd1e13fec81250067cab00dadc1c51c22af246b050ae79,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/711-W-Grand-Ave-60654/unit-402/home/26813107,"711 W Grand Ave #402,Chicago, IL 60654","$499,900",,matterport,Active,Condo,,,5 days,2005,CHI - West Town,11462859,"$499,900",,2.5%,"$3,808",$345
541d60f9084d81366041d27b905fd3e80160d764d21b317ca76932c1d8e946a9,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Lynwood/19710-Lake-Shore-Dr-Ct-60411/home/12820309,"19710 Lake Shore Drive Ct,Lynwood, IL 60411","$219,900",,matterport,Active,Townhouse,,,3 days,1990,Lake Lynwood,11462530,"$219,900",,2%,"$1,307",$135
c9dbf6f514837299cdee4ae87c23dc9119a04109fdfb1ca92dece6983e8b7c25,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1735-W-Diversey-Pkwy-60614/unit-515/home/12740738,"1735 W Diversey Pkwy #515,Chicago, IL 60614","$395,000",,matterport,Active,Condo,,,14 hours,1978,CHI - Lincoln Park,11467364,"$395,000",,2.5%,"$2,837",
16063fabfa0a42bb64c7a1894275fbfc107f6a4c94286415ff820d760d60a757,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/2436-W-Cullom-Ave-60618/home/13487969,"2436 W Cullom Ave,Chicago, IL 60618","$615,000",,matterport,Coming Soon,Single Family Residential,,"3,625 Sq. Ft.",6 days,1920,Chicago,,,,,"$3,902",
de5bf63791f8dfdad576500226c9fef306afa41320b281fc7fd93aef5b426a53,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Lansing/2948-189th-St-60438/home/12823036,"2948 189th St,Lansing, IL 60438","$269,900",,matterport,Active,Single Family Residential,,"9,583 Sq. Ft.",4 days,1965,Oakwood Estates,11464096,"$269,900",,2.5%,"$1,771",$249
69280dc00c95061731047041d5782e588fbf2fe8308b420cf534867a6122bfa0,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Orland-Park/13455-Feather-Ct-60462/home/13190486,"13455 Feather Ct,Orland Park, IL 60462","$519,795",,matterport,Active,Single Family Residential,,0.27 Acres,6 days,1983,Orland Park,11394026,"$519,795",,2.5%,"$3,327",$182
acea93208afe8cdaaf96951c097b62d4fa448c8ad2336336064063a83331fad2,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1440-S-Michigan-Ave-60605/unit-514/home/12733007,"1440 S Michigan Ave #514,Chicago, IL 60605","$370,000",,matterport,Active,Condo,,,11 days,2000,CHI - Near South Side,11454561,"$370,000",,2.5%,"$2,844",$336
c72975aa1ba3d7a9d69aed3db30da813abfb9599f808e9c5669858fefc9fdf14,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/5347-N-Magnet-Ave-60630/home/13501884,"5347 N Magnet Ave,Chicago, IL 60630","$429,999",,matterport,Active,Multi-Family (2-4 Unit),,,39 days,1925,CHI - Jefferson Park,11430031,"$429,999",,2.5%,"$2,593",
f22da252a4b05554c2fd655069d9cc1b75ee69d6cd98cc53fc821e9705a84ae0,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/828-N-California-Ave-60622/unit-3/home/18925521,"828 N California Ave #3,Chicago, IL 60622","$410,000",,matterport,Active,Condo,,,3 days,2005,CHI - West Town,11465605,"$410,000",,2.5%,"$2,859",$228
cc67bf8daec97d6702c204fa2827936bd9489be252141c236b0cb594955fcb40,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Schaumburg/237-Woburn-Ln-60173/home/13725558,"237 Woburn Ln,Schaumburg, IL 60173","$569,900",,matterport,Active,Single Family Residential,,0.31 Acres,16 days,1978,Lexington Fields South,11449912,"$569,900",,2%,"$3,560",$254
f5644f277005fdd5e1b0e6b97cf480bcec38c6818583b2f489b78010d50ff29e,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/7231-N-Damen-Ave-60645/unit-2/home/12636715,"7231 N Damen Ave #2,Chicago, IL 60645","$139,999",,matterport,Active,Condo,,,4 days,1920,CHI - Rogers Park,11454288,"$139,999",,2.5%,"$1,096",$257
a3e166b6a9c30d7664588e6e065b43e4de2088dc5162a03875990413ce2d65cb,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Arlington-Heights/708-N-Vail-Ave-60004/home/13832476,"708 N Vail Ave,Arlington Heights, IL 60004","$484,900",,matterport,Active,Single Family Residential,,"3,310 Sq. Ft.",10 days,1961,Arlington Heights,11454901,"$484,900",,2.5%,"$2,722",$319
b83096df062a5b6dbd9ca039acd7f241b8e03465ca9ba77331d4a8b16a8d571b,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Park-Forest/555-Homan-Ave-60466/home/12866217,"555 Homan Ave,Park Forest, IL 60466","$204,700",,matterport,Active,Single Family Residential,Tri-Level,"8,102 Sq. Ft.",3 days,1966,Park Forest,11465442,"$204,700","$205,514",,"$1,900",$128
edf24b0f0bc031e6d1157cf733e7fb596a3d9d5dab51ec0db50f12911f822bc7,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/2221-W-North-Ave-60647/unit-3/home/167648236,"2221 W North Ave #3,Chicago, IL 60647","$575,000",,matterport,Active,Condo,,,3 days,2014,CHI - West Town,11466056,"$575,000",,2.5%,"$4,017",$319
949b4435ee7137d45ad8f6e41fc54759f34ed75daa526274a08ce14befeb4493,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/900-W-Washington-Blvd-60607/unit-602/home/174110687,"900 W Washington Blvd #602,Chicago, IL 60607","$2,250,000",,matterport,Active,Condo,,,15 hours,2019,CHI - Near West Side,11467283,"$2,250,000","$2,245,458",2.5%,"$14,683",$680
c0ab892a2db77d8fdf24723771d877718e192c5f02ad9751081b759fae7fcee2,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/1301-W-Madison-St-60607/unit-629/home/12714104,"1301 W Madison St #629,Chicago, IL 60607","$425,000",,matterport,Active,Condo,,,3 days,2001,CHI - Near West Side,11466044,"$425,000",,2.5%,"$3,267",$386
05b21ed0331daf24b11868c7047bc3dfa5dc9552d3dd66afb74ac66a91de3826,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/4316-N-Lawndale-Ave-60618/home/13483696,"4316 N Lawndale Ave,Chicago, IL 60618","$760,000",,matterport,Active,Single Family Residential,,,4 days,2009,CHI - Irving Park,11460747,"$760,000",,2.5%,"$4,621",$253
2137d5bba37d4f696939fd273e5e15c4d4da838f70338b9f509b51ec2c9f5930,07/19/2022,IL,Cook County,https://www.redfin.com/IL/Chicago/7547-S-Wood-St-60620/home/13910624,"7547 S Wood St,Chicago, IL 60620","$330,000",,matterport,Active,Single Family Residential,Bungalow,,4 days,1927,CHI - Auburn Gresham,11464880,"$330,000",,,"$1,828",$124
